aardvark,Aardvark
washstand,toilette
washy,délavé
wasp,guêpe
waspish,grincheux
waspishly,waspishly
wasps,guêpes
waspwaisted,waspwaisted
wast,wast
wastage,gaspillage
wastages,gaspillages
waste,déchets
wasted,perdu
wasteful,gaspilleur
wastefully,gaspillage
wastefulness,gaspillage
wasteland,terre en friche
wastelands,friches
wastepaper,vieux papiers
waster,gaspilleur
wasters,gaspilleurs
wastes,déchets
wasting,gaspillage
wastings,gaspillages
wastrel,gaspilleur
watch,regarder
watchable,regardable
watchdog,chien de garde
watchdogs,chiens de garde
watched,regardé
watcher,observateur
watchers,observateurs
watches,montres
watchful,vigilant
watchfully,vigilant
watchfulness,vigilance
watching,en train de regarder
watchmaker,horloger
watchmakers,horlogers
watchman,gardien
watchmen,veilleurs
watchtower,tour de guet
watchtowers,tours de guet
watchword,mot d'ordre
watchwords,mots d'ordre
water,eau
waterbed,lit d'eau
waterbeds,lits d'eau
watercolour,aquarelle
watercolourists,aquarellistes
watercolours,aquarelles
watercooled,refroidi à l'eau
watercourse,cours d'eau
watercourses,cours d'eau
watercress,cresson
watered,arrosé
waterfall,cascade
waterfalls,cascades
waterfowl,sauvagine
waterfront,front de mer
waterglass,verre d'eau
waterhole,trou d'eau
waterholes,des trous d'eau
watering,arrosage
waterless,sans eau
waterline,ligne de flottaison
waterlogged,détrempé
waterloo,Waterloo
waterman,batelier
watermark,filigrane
watermarks,filigranes
watermelon,pastèque
watermelons,pastèques
watermen,watermen
watermill,moulin à eau
watermills,moulins à eau
waterproof,imperméable
waterproofed,imperméabilisé
waterproofing,imperméabilisation
waterproofs,imperméables
waterresistant,résistant à l'eau
waters,des eaux
watershed,bassin versant
watersheds,les bassins versants
waterside,riverain
waterskiing,ski nautique
watersoluble,soluble dans l'eau
waterspouts,trombes
watertable,niveau hydrostatique
watertight,étanche
waterway,voie navigable
waterways,cours d'eau
waterwheel,roue à eau
waterwheels,Moulin à eau
waterworks,travaux d'eau
watery,aqueux
watt,watt
wattage,puissance
wattle,acacia
watts,watts
wave,vague
waveband,bande de fréquence
wavebands,bandes d'ondes
waved,agité
waveform,forme d'onde
waveforms,formes d'onde
wavefront,front d'onde
waveguide,guide d'ondes
waveguides,guides d'ondes
wavelength,longueur d'onde
wavelengths,longueurs d'onde
wavelet,ondelette
wavelets,ondelettes
wavelike,ondulé
waver,vaciller
wavered,hésitant
waverers,waverers
wavering,flottement
wavers,ondulations
waves,vagues
wavier,wavier
waviest,ondulé
wavily,wavily
waving,agitant
wavings,ondulations
wavy,ondulé
wax,la cire
waxed,ciré
waxen,cireux
waxes,cires
waxing,fartage
waxpaper,papier paraffiné
waxwork,cire
waxworks,cires
waxy,cireux
way,façon
wayout,sortie
ways,façons
wayside,bord de la route
wayward,rebelle
waywardly,vers l'extérieur
waywardness,indiscipline
we,nous
weak,faible
weaken,affaiblir
weakened,affaibli
weakening,affaiblissement
weakens,affaiblit
weaker,plus faible
weakest,plus faible
weakish,faible
weakkneed,faiblekneed
weakling,faible
weaklings,faibles
weakly,faiblement
weakminded,faible d'esprit
weakness,la faiblesse
weaknesses,faiblesses
weal,bonheur
wealth,richesse
wealthier,plus riche
wealthiest,le plus riche
wealthy,riches
wean,sevrer
weaned,sevré
weaning,sevrage
weanling,sevrage
weans,sevrage
weapon,arme
weaponry,armes
weapons,armes
wear,porter
wearable,portable
wearer,porteur
wearers,les porteurs
wearied,fatigué
wearier,wearier
wearies,des loups
weariest,Weariest
wearily,fatigué
weariness,lassitude
wearing,portant
wearisome,ennuyeux
wears,porte
weary,se lasser
wearying,fatiguant
wearyingly,lassant
weasel,belette
weaselling,le weaselling
weaselly,weaselly
weasels,belettes
weather,Météo
weatherbeaten,gibier
weatherbound,weatherbound
weathercock,girouette
weathercocks,girouettes
weathered,altéré
weathering,érosion
weatherman,météorologue
weathermen,météorologues
"weatherproof                    ,",imperméabiliser
weathers,temps
weathervane,girouette
weatherworn,météorisé
weave,tisser
weaved,tissé
weaver,tisserand
weavers,tisserands
weaves,tissages
weaving,tissage
weavings,tissages
web,web
webbed,palmé
webbing,sangles
webby,webby
webfoot,webfoot
webs,des webs
website,site Internet
wed,mer
wedded,marié
wedding,mariage
weddings,mariages
wedge,coin
wedged,coincé
wedges,coins
wedging,caler
wedlock,mariage
weds,les mariés
wee,pipi
weed,cannabis
weeded,désherbé
weedier,Weedier
weediest,weediest
weeding,désherbage
weedkiller,désherbant
weedkillers,désherbants
weeds,mauvaises herbes
weedy,mauvaise herbe
week,la semaine
weekday,jour de la semaine
weekdays,jours de la semaine
weekend,fin de semaine
weekenders,weekenders
weekends,fins de semaine
weeklies,hebdomadaires
weekly,hebdomadaire
weeks,semaines
ween,ween
weeny,weeny
weep,pleurer
weeper,pleureur
weeping,larmes
weepings,pleurer
weeps,pleure
weepy,larmoyant
weevil,charançon
weevils,les charançons
weigh,peser
weighbridge,pont bascule
weighed,pesé
weighing,pesée
weighs,pèse
weight,poids
weighted,pondéré
weightier,plus lourd
weightiest,le plus pesant
weightily,pesamment
weighting,pondération
weightings,pondérations
weightless,sans poids
weightlessly,en apesanteur
weightlessness,apesanteur
weightlifter,haltérophile
weightlifters,haltérophiles
weightlifting,musculation
weights,poids
weighty,lourd
weir,barrage
weird,bizarre
weirder,plus étrange
weirdest,le plus étrange
weirdly,bizarrement
weirdness,étrangeté
weirdo,bizarre
weirs,déversoirs
welcome,Bienvenue
welcomed,accueilli
welcomer,welcomer
welcomes,accueille
welcoming,accueillant
weld,souder
welded,soudé
welder,soudeur
welders,soudeurs
welding,soudage
welds,soudures
welfare,aide sociale
well,bien
welladjusted,bien ajusté
wellbalanced,bien équilibré
wellbehaved,bien-être
wellbeing,bien-être
wellbeloved,bien-aimé
wellborn,bien né
wellbred,bien élevé
wellbuilt,bien construit
wellchosen,bien choisi
wellconnected,wellconnected
welldefined,bien défini
welldeserved,bien mérité
welldesigned,bien conçu
welldeveloped,bien développé
welldisposed,bien désinstallé
welldressed,bien habillé
wellearned,bien reçu
welled,bien arrosé
welleducated,bien éduqué
wellendowed,wellendowed
wellequipped,bien équipé
wellestablished,bien établi
wellfed,bien nourri
wellformed,bien formé
wellfounded,bien fondé
wellgrounded,bien entouré
wellhead,tête de puits
wellinformed,bien informé
welling,puits
wellington,wellington
wellingtons,wellingtons
wellintentioned,bien intentionné
wellkept,wellkept
wellknown,bien connu
wellliked,bien aimé
wellloved,bien aimé
wellmade,bien fait
wellmannered,bien géré
wellmarked,bien marqué
wellmatched,bien jumelé
wellmeaning,bien-sens
wellmeant,bien-être
welloff,bien-être
wellordered,bien ordonné
wellorganised,bien organisé
wellpaid,bien payé
wellplaced,bien placé
wellprepared,bien préparé
wellpreserved,bien préservé
wellread,bien lu
wellreceived,bien reçu
wellrounded,Bien entouré
wells,puits
wellspoken,bien parlé
wellstructured,bien structuré
wellsupported,bien supporté
welltaken,welltaken
wellthoughtout,bien pensé
welltimed,bien
welltodo,welltodo
welltried,bien essayé
wellused,bien utilisé
wellwisher,bien intentionnée
wellwishers,wellwishers
wellworn,wellworn
welly,welly
welsh,gallois
welshman,Gallois
welt,trépointe
welter,confusion
weltering,l'ondulation
welters,welters
welterweight,poids welter
welts,trépointes
wench,jeune fille
wenches,wenches
wend,wend
wended,wended
wending,wending
wends,wends
went,est allé
wept,pleurer
were,étaient
werewolf,loup
werewolves,loups-garous
west,Ouest
westbound,en direction ouest
westerly,ouest
western,occidental
westerner,occidental
westerners,Occidentaux
westernisation,occidentalisation
westernised,occidentalisé
westernmost,le plus occidental
westerns,les westerns
westward,vers l'ouest
westwards,vers l'ouest
wet,humide
wether,que
wetland,zone humide
wetlands,zones humides
wetly,humide
wetness,humidité
wets,humides
wetsuit,combinaison
wetsuits,combinaisons de plongée
wettable,mouillable
wetted,mouillé
wetter,plus humide
wettest,plus humide
wetting,mouillage
whack,battre
whacked,battu
whacker,whacker
whacko,Whacko
whacks,whacks
whale,baleine
whalebone,fanon de baleine
whaler,baleinière
whalers,baleiniers
whales,baleines
whaling,pêche à la baleine
wham,pan
whap,whap
wharf,quai
wharfs,quais
wharves,quais
what,quelle
whatever,peu importe
whatnot,étagère
whatsoever,quoi que ce soit
wheals,wheals
"wheat                      ,",blé
wheatears,blé
wheaten,le froment
wheatgerm,germe de blé
wheats,blés
whee,whee
wheedle,cajoler
wheedled,Wheedled
wheedling,câlin
wheel,roue
wheelbarrow,brouette
wheelbarrows,brouettes
wheelbase,empattement
wheelchair,fauteuil roulant
wheelchairs,fauteuils roulants
wheeled,à roues
wheeler,Wheeler
wheelers,roues
wheelhouse,timonerie
wheelie,wheelie
wheeling,rouler
wheels,roues
wheelwright,charron
wheelwrights,charrons
wheeze,respiration sifflante
wheezed,sifflante
wheezes,wheezes
wheezing,respiration sifflante
wheezy,asthmatique
whelk,buccin
whelked,whelked
whelks,buccins
whelp,petit
when,quand
whence,d'où
whenever,n'importe quand
where,où
whereabouts,où
whereas,tandis que
whereby,par lequel
wherefore,pourquoi
wherefores,pourquoi
wherein,où
whereof,de quoi
whereon,où
wheresoever,où
whereto,où
whereupon,après quoi
wherever,partout où
wherewith,avec quoi
wherewithal,moyens
wherry,bachot
whet,aiguiser
whether,qu'il s'agisse
whetstone,pierre à aiguiser
whetstones,pierres à aiguiser
whetted,aiguisé
whetting,aiguisage
whey,petit lait
which,lequel
whichever,quel que soit
whiff,bouffée
whiffs,des bouffées
while,tandis que
whiled,pleurnicher
whiles,whiles
whiling,fou
whilst,tandis que
whim,caprice
whimper,gémissement
whimpered,gémit
whimpering,gémissements
whimpers,pleurnicher
whims,caprices
whimsical,capricieux
whimsically,fantastiquement
whimsy,fantaisie
whine,gémissement
whined,pleurnicher
whines,pleurnicher
whining,gémissements
whinnied,henni
whinny,hennir
whinnying,hennissant
whip,fouet
whipcord,cravache
whiplash,coup de fouet
whipped,fouetté
whipper,piqueur
whippet,whippet
whippets,whippets
whipping,fouetter
whippy,de fouet
whips,fouets
whir,vrombissement
whirl,tourbillon
whirled,tourbillonnant
whirligig,toupie
whirling,tournoiement
whirlpool,tourbillon
whirlpools,tourbillons
whirls,tourbillons
whirlwind,tourbillon
whirlwinds,tourbillons
whirr,vrombissement
whirred,bourdonné
whirring,vrombissement
whisk,fouet
whisked,emporté
whisker,moustache
whiskers,moustaches
whiskery,whiskery
whiskey,whisky
whiskeys,whiskies
whiskies,whiskies
whisking,fouetter
whisks,fouets
whisky,whisky
whisper,chuchotement
whispered,chuchoté
whisperers,chuchoteurs
whispering,chuchotement
whisperings,chuchotements
whispers,murmure
whist,whist
whistle,sifflet
whistled,sifflé
whistler,siffleur
whistles,des sifflets
whistling,sifflement
whists,whists
white,blanc
whitebait,whitebait
whiteboards,tableaux blancs
whitecollar,col blanc
whitely,bien
whiten,blanchir
whitened,blanchi
whitener,blanchisseur
whiteness,blancheur
whitening,blanchiment
whitens,blanchir
whiter,plus blanc
whites,blancs
whitest,blanc
whitewash,blanchir
whitewashed,blanchi à la chaux
whitewashing,blanchir
whither,où
whiting,merlan
whitish,blanchâtre
whittle,réduire
whittled,taillé
whittling,tailler
whizkids,whizkids
whizz,sifflement
whizzkid,whizzkid
who,qui
whoa,whoa
whodunit,roman policier
whodunnit,polar
whoever,quiconque
whole,entier
wholefood,aliments entiers
wholegrain,grains entiers
wholehearted,sans réserve
wholeheartedly,de tout cœur
wholemeal,complet
wholeness,intégrité
wholes,des gros
wholesale,de gros
wholesaler,grossiste
wholesalers,grossistes
wholesaling,commerce de gros
wholesome,sain
wholesomely,en gros
wholesomeness,salubrité
wholewheat,blé complet
wholly,entièrement
whom,qui
whomever,quiconque
whomsoever,quiconque
whoop,cri
whooped,whooped
whooping,coqueluche
whoops,whoops
whoosh,whoosh
whop,whop
whore,putain
whorehouse,bordel
whores,putes
whoring,prostituée
whorled,whorled
whorls,verticilles
whose,dont
whosoever,quiconque
why,Pourquoi
whys,pourquoi
wick,mèche
wicked,méchant
wickedest,méchant
wickedly,méchamment
wickedness,la méchanceté
wicker,osier
wickerwork,vannerie
wicket,guichet
wicketkeeper,gardien de guichet
wicketkeepers,wicketkeepers
wicketkeeping,wicketkeeping
wickets,guichets
wicks,les mèches
wide,large
wideeyed,Larges
widely,largement
widen,élargir
widened,élargi
wideness,largeur
widening,élargissement
widens,élargit
wideopen,grand ouvert
wider,plus large
wideranging,élargir
wides,large
widescreen,écran large
widespread,répandu
widest,plus large
widgeon,Widgeon
widget,widget
widow,veuve
widowed,veuf
widower,veuf
widowers,veufs
widowhood,veuvage
widows,veuves
width,largeur
widths,largeurs
wield,manier
wielded,manié
wielder,wielder
wielding,manier
wields,manie
wife,femme
wifeless,wifeless
wifely,wifely
wig,perruque
wigeon,siffleur
wigeons,les gorilles
wigging,réprimande
wiggle,remuer
wiggled,remué
wiggler,Wiggler
wiggles,se trémousse
wiggling,se tortiller
wigs,perruques
wigwam,wigwam
wigwams,wigwams
wild,sauvage
wildcat,chat sauvage
wildcats,wildcats
wildebeest,gnou
wilder,plus sauvage
wilderness,région sauvage
wildernesses,wildernesses
wildest,le plus sauvage
wildeyed,wildeyed
wildfire,incendies
wildfires,incendies de forêt
wildfowl,sauvagine
wildlife,faune
wildly,follement
wildness,sauvagerie
wildoats,wildoats
wilds,wilds
wile,ruse
wiles,ruses
wilful,délibéré
wilfully,délibérément
wilfulness,obstination
