a,een
sponged,afgesponst
sponger,klaploper
sponges,sponzen
spongier,spongier
spongiest,spongiest
sponginess,sponzigheid
sponging,sponzen
spongy,sponsachtig
sponsor,sponsor
sponsored,gesponsorde
sponsoring,sponsoren
sponsors,sponsors
sponsorship,sponsoring
sponsorships,sponsorships
spontaneity,spontaniteit
spontaneous,spontaan
spontaneously,spontaan
spoof,spoof
spoofs,spoofs
spook,spook
spooked,schrikken
spooking,opschrikken
spooks,spoken
spooky,spookachtig
spool,spoel
spooled,gespoelde
spooling,spooling
spools,spoelen
spoon,lepel
spooned,lepelde
spoonful,lepelvol
spoonfuls,lepels
spooning,lepelen
spoons,lepels
spoor,spoor
sporadic,sporadisch
sporadically,sporadisch
spore,spoor
spores,sporen
sporran,leren tas met bont
sporrans,sporrans
sport,sport
sported,pronkte
sporting,sporting
sportingly,sportief
sportive,sportief
sports,sport
sportsman,sportman
sportsmanship,sportiviteit
sportsmen,sporters
sportswear,sportkleding
sporty,sportief
spot,plek
spotless,vlekkeloos
spotlessly,vlekkeloos
spotlessness,spotlessness
spotlight,spotlight
spotlighting,spotlighting
spotlights,schijnwerpers
spotlit,spotlights
spoton,SpotOn
spots,vlekken
spotted,gevlekt
spotter,spotter
spotters,spotters
spottier,spottier
spottiest,spottiest
spotting,spotten
spotty,gevlekt
spouse,echtgenoot
spouses,echtgenoten
spout,tuit
spouted,spoot
spouting,spuitende
spouts,tuiten
sprain,verstuiking
sprained,verstuikte
spraining,verstuiking
sprains,verstuikingen
sprang,sprang
sprat,sprot
sprats,sprot
sprawl,sprawl
sprawled,languit
sprawling,gespartel
sprawls,spreidt zich uit
spray,verstuiven
sprayed,gespoten
sprayer,sproeier
sprayers,sproeiers
spraying,sproeien
sprays,sprays
spread,verspreiding
spreadeagled,spreadeagled
spreaders,spreaders
spreading,verspreiding
spreads,spreads
spreadsheet,spreadsheet
spreadsheets,spreadsheets
spree,Spree
spreeing,spreeing
sprig,takje
sprightlier,sprightlier
sprightliest,sprightliest
sprightliness,sprightliness
sprightly,levendig
sprigs,takjes
spring,de lente
springboard,springplank
springboards,springplanken
springbok,springbok
springboks,springboks
springclean,springclean
springcleaned,springcleaned
springer,springer
springier,springier
springiest,springiest
springing,springende
springs,springs
springtime,lente
springy,veerkrachtig
sprinkle,besprenkelen
sprinkled,besprenkeld
sprinkler,sproeier
sprinklers,sprinklers
sprinkles,hagelslag
sprinkling,sprenkeling
sprint,sprint
sprinted,sprintte
sprinter,sprinter
sprinters,sprinters
sprinting,sprinten
sprints,sprints
sprite,sprite
sprites,sprites
sprocket,tandwiel
sprockets,tandwielen
sprout,spruit
sprouted,gekiemde
sprouting,kiemen
sprouts,spruiten
spruce,net
spruced,opgeknapt
sprucing,verfraaiing
sprung,geveerde
spry,bijdehand
spud,schoffel
spume,schuim
spun,gesponnen
spunky,sprankje
spur,uitloper
spurge,wolfsmelk
spurges,spurges
spurious,onecht
spuriously,spuriously
spurn,versmaden
spurned,versmaad
spurning,versmaadt
spurns,afwijst
spurred,aangespoord
spurring,aansporen
spurs,spurs
spurt,spurt
spurted,spoot
spurting,spuitende
spurts,spurts
sputnik,spoetnik
sputniks,Sputniks
sputter,sputteren
sputtered,sputterde
sputtering,sputteren
sputum,sputum
spy,spion
spyglass,verrekijker
spyhole,kijkgat
spying,spionage
spyings,spyings
squabble,kibbelen
squabbled,gekibbeld
squabbles,gekibbel
squabbling,gekibbel
squad,rot
squadron,smaldeel
squadrons,squadrons
squads,squads
squalid,smerig
squall,bui
squalling,squalling
squalls,rukwinden
squally,buiig
squalor,smerigheid
squander,verkwisten
squandered,verspild
squandering,verkwisting
squanders,verspilt
square,plein
squared,kwadraat
squarely,vierkant
squareness,haaksheid
squarer,squarer
squares,pleinen
squaring,kwadratuur
squarish,squarish
squash,squash
squashed,geplet
squashes,pompoenen
squashier,squashier
squashiest,squashiest
squashing,knellen
squashy,drassig
squat,hurken
squats,squats
squatted,gehurkt
squatter,kraker
squatters,krakers
squatting,kraken
squaw,indianenvrouw
squawk,vogelskreet
squawked,squawked
squawking,squawking
squawks,gekrijs
squeak,piepen
squeaked,piepte
squeaker,pieper
squeakier,squeakier
squeakiest,squeakiest
squeaking,piepen
squeaks,piept
squeaky,pieperig
squeal,piepen
squealed,gilde
squealer,verklikker
squealing,gejank
squeals,squeals
squeamish,preuts
squeamishly,luidkeels
squeamishness,squeamishness
squeegee,rakel
squeeze,knijpen
squeezed,uitgeknepen
squeezer,perser
squeezes,knijpt
squeezing,knijpen
squeezy,squeezy
squelch,squelch
squelched,squelched
squelching,verpletteren
squelchy,squelchy
squib,voetzoeker
squibs,squibs
squid,inktvis
squids,pijlinktvissen
squiggle,squiggle
squiggles,squiggles
squint,scheel
squinted,tuurde
squinting,scheelheid
squints,nerds
squire,schildknaap
squirearchy,squirearchy
squires,schildknapen
squirm,kronkelen
squirmed,kronkelde
squirming,wriemelen
squirms,wriemelt
squirrel,eekhoorn
squirrelled,squirrelled
squirrels,eekhoorns
squirt,spuiten
squirted,spoot
squirting,spuitende
squirts,squirts
srilanka,Sri Lanka
stab,steken
stabbed,gestoken
stabber,stabber
stabbing,steekpartij
stabbings,steekpartijen
stabilisation,stabilisatie
stabilise,stabiliseren
stabilised,stabiel
stabiliser,stabilisator
stabilisers,stabilisatoren
stabilises,stabiliseert
stabilising,stabiliseren
stability,stabiliteit
stable,stal
stabled,gestald
stablemate,stablemate
stabler,stabler
stables,stallen
stabling,stalling
stably,stabiel
stabs,steken
staccato,staccato
stack,stack
stacked,gestapeld
stacker,stapelaar
stacking,stapelen
stacks,stacks
stadia,stadions
stadium,stadion
stadiums,stadions
staff,personeel
staffed,bemand
staffing,staffing
staffroom,staffroom
staffs,staven
stag,hert
stage,stadium
stagecoach,diligence
stagecoaches,stagecoaches
staged,geënsceneerd
stagehands,stagehands
stager,gediende
stages,stadia
stagey,theatraal
stagflation,stagflatie
stagger,wankelen
staggered,versprongen
staggering,onthutsend
staggeringly,staggeringly
staggers,kolder
staging,regie
stagings,ensceneringen
stagnancy,stagnancy
stagnant,stilstaand
stagnate,stagneren
stagnated,stagneerde
stagnates,stagneert
stagnating,stagnerende
stagnation,stagnatie
stags,herten
staid,sober
staidness,staidness
stain,vlek
stained,gebrandschilderd
stainer,stainer
staining,kleuring
stainless,roestvrij
stains,vlekken
stair,trap
staircase,trappenhuis
staircases,trappen
stairhead,trapgat
stairs,trap
stairway,trap
stairways,trappen
stairwell,trappenhuis
stairwells,trappenhuizen
stake,inzet
staked,afgebakend
stakeholder,belanghebbende
stakeholders,stakeholders
stakes,inzet
staking,staking
stalactite,druipsteen
stalactites,stalactieten
stalagmite,stalagmiet
stalagmites,stalagmieten
stale,muf
stalemate,patstelling
stalemated,pat
stalemates,patstellingen
staleness,staleness
stalin,stalin
stalk,stengel
stalked,gestalkt
stalker,stalker
stalkers,stalkers
stalking,stalking
stalks,stengels
stall,kraam
stalled,vastgelopen
stallholders,marktkramers
stalling,stalling
stallion,hengst
stallions,hengsten
stalls,stallen
stalwart,stoer
stalwarts,stalwarts
stamen,meeldraad
stamens,meeldraden
stamina,uithoudingsvermogen
stammer,stamelen
stammered,stamelde
stammering,stotteren
stammers,stamelt
stamp,postzegel
stamped,gefrankeerd
stampede,wilde vlucht
stampeded,opgejaagd
stampeding,op hol geslagen
stamper,stamper
stampers,stampers
stamping,stempelen
stampings,stampen
stamps,stamps
stance,houding
stances,houdingen
stanchion,schoor
stanchions,rongen
stand,stand
standard,standaard
standardisation,normalisering
standardisations,standaardiseringen
standardise,normaliseren
standardised,gestandaardiseerde
standardises,standaardiseert
standardising,standaardisering
standards,standaarden
standby,standby
standing,staand
standings,klassementen
standpoint,standpunt
standpoints,standpunten
stands,stands
standstill,stilstand
stank,stank
stanza,stanza
stanzas,stanza
stapes,stijgbeugel
staphylococcus,staphylococcus
staple,kram
stapled,geniete
stapler,nietmachine
staplers,nietmachines
staples,nietjes
stapling,nieten
star,ster
starboard,stuurboord
starch,stijfsel
starched,gesteven
starches,zetmeel
starchier,starchier
starchiest,starchiest
starchy,zetmeelrijke
stardom,sterrendom
stardust,sterrenstof
stare,staren
stared,staarde
starer,starer
stares,staart
starfish,zeester
stargaze,Stargaze
stargazer,sterrenkijker
stargazers,sterrenkijkers
stargazing,sterrenwacht
staring,staren
stark,strak
starker,starker
starkest,grimmige
starkly,schril
starkness,starkness
starless,sterrenloos
starlet,starlet
starlets,sterretjes
starlight,sterrenlicht
starlike,Starlike
starling,spreeuw
starlings,spreeuwen
starlit,starlit
starred,starred
starrier,starrier
starriest,starriest
starring,met in de hoofdrol
starry,sterrenhemel
starryeyed,met glinsterende ogen
stars,sterren
starship,sterrenschip
starspangled,starspangled
starstruck,starstruck
starstudded,starstudded
start,begin
started,begonnen
starter,beginner
starters,starters
starting,beginnend
startle,doen schrikken
startled,geschrokken
startles,schrikt
startling,ontstellend
startlingly,startlingly
starts,starts
startup,beginnen
startups,startups
starvation,uithongering
starve,verhongeren
starved,uitgehongerd
starves,verhongert
starving,hongerig
stashed,verstopt
stashes,stashes
stashing,stashing
stasis,stasis
state,staat
statecraft,staatsmanschap
stated,bepaald
statehood,statehood
stateless,staatloze
stateliest,meest statige
stateliness,statigheid
stately,statig
statement,uitspraak
statements,statements
stateoftheart,het nieuwste van het nieuwste
staterooms,staterooms
states,staten
statesman,staatsman
statesmanlike,staatsman
statesmanship,staatkundig beleid
statesmen,staatslieden
static,statisch
statical,statisch
statically,statisch
statics,statica
stating,onder vermelding van
station,station
stationary,stationair
stationed,gestationeerd
stationer,verkoper van schrijfbehoeften
stationers,kantoorboekhandel
stationery,schrijfbehoeften
stationing,stationeren
stationmaster,stationschef
stations,stations
statistic,statistisch
statistical,statistisch
statistically,statistisch
statistician,statisticus
statisticians,statistici
statistics,statistieken
stator,stator
stators,stators
statuary,beeldhouwwerk
statue,standbeeld
statues,standbeelden
statuesque,statuesk
statuette,beeldje
statuettes,beeldjes
stature,gestalte
statures,gestalten
status,staat
statuses,statussen
statute,statuut
statutes,statuten
statutorily,wettelijk
statutory,wettelijk voorgeschreven
staunch,trouw
staunchest,trouwste
staunching,stelpen
staunchly,staunchly
staunchness,standvastigheid
stave,duig
staved,afgewend
staves,duigen
staving,STAVING
stay,verblijf
stayed,verbleef
stayers,blijvers
staying,verblijven
stays,verblijven
stead,plaats
steadfast,standvastig
steadfastly,standvastig
steadfastness,standvastigheid
steadied,kalmeerde
steadier,stabielere
steadiest,steadiest
steadily,gestaag
steadiness,vastheid
steady,vast
steadygoing,steadygoing
steadying,stabiliserende
steak,biefstuk
steaks,steaks
steal,stelen
stealer,dief
stealers,dieven
stealing,diefstal
steals,steals
stealth,heimelijkheid
stealthier,stealthier
stealthiest,stealthiest
stealthily,heimelijk
stealthy,heimelijk
steam,stoom
steamboat,stoomboot
steamboats,stoomboten
steamed,gestoomde
steamer,stoomboot
steamers,steamers
steamier,steamier
steamiest,steamiest
steaming,stomen
steamroller,stoomwals
steamrollers,stoomwalsen
steams,dampen
steamship,stoomschip
steamships,stoomschepen
steamy,stomend
steed,ros
steeds,rossen
steel,staal
steelclad,steelclad
steeled,gestaald
steeling,stelen
steels,staalsoorten
steelwork,staalwerk
steelworker,staalarbeider
steelworkers,staalarbeiders
steelworks,staalfabriek
steely,stalen
steep,steil
steeped,doordrenkt
steepen,steiler worden
steepened,steiler
steepening,steiler worden
steepens,steiler
steeper,steiler
steepest,steilste
steeping,steeping
steeple,toren
steeplechase,steeplechase
steeplechaser,steeplechaser
steeplechasers,steeplechasers
steeplechasing,steeplechasing
steepled,steepled
steeplejack,schoorsteenbeklimmer
steeples,torenspitsen
steeply,steil
steepness,steilte
steeps,steeps
steer,sturen
steerable,bestuurbaar
steerage,tussendek
steered,stuurden
steering,stuurinrichting
steers,ossen
stegosaurus,stegosaurus
stellar,stellaire
stellated,sterren
stem,stam
stemmed,vloeide voort
stemming,voortvloeien
stems,stengels
stench,stank
stenches,luchtjes
stencil,stencil
stencilled,gestencild
stencils,stencils
stenographer,stenograaf
stenographers,stenografen
stenographic,stenografisch
stenography,stenografie
stenosis,stenose
stentor,stentor
stentorian,stentor
step,stap
stepbrother,stiefbroeder
stepchildren,stiefkinderen
stepdaughter,stiefdochter
stepfather,stiefvader
stepladder,trapladder
stepmother,stiefmoeder
stepparents,stiefouders
steppe,steppe
stepped,getrapte
steppes,steppen
stepping,stepping
steps,stappen
stepsister,stiefzuster
stepson,stiefzoon
stepsons,stiefzonen
stepwise,stapsgewijs
steradians,steradialen
stereo,stereo
stereographic,stereographic
stereophonic,stereofonisch
stereos,stereo-installaties
stereoscopic,stereoscopisch
stereoscopically,stereoscopisch
stereoscopy,stereoscopie
stereotype,stereotiep
stereotyped,stereotiep
stereotypes,stereotypen
stereotypical,stereotiep
stereotypically,stereotypically
stereotyping,stereotypering
sterile,steriel
sterilisation,sterilisatie
sterilisations,sterilisaties
sterilise,steriliseren
sterilised,gesteriliseerd
steriliser,sterilisator
sterilising,steriliseren
sterility,steriliteit
sterling,sterling
stern,achtersteven
sterner,Sterner
sternest,strengste
sternly,streng
sternness,strengheid
sterns,achterstevens
sternum,borstbeen
steroid,steroïde
steroids,steroïden
stet,stet
stethoscope,stethoscoop
stevedore,stuwadoor
stew,stoven
steward,rentmeester
stewardess,stewardess
stewardesses,stewardessen
stewards,stewards
stewardship,rentmeesterschap
stewed,gestoofd
stewing,stoven
stews,stoofschotels
stick,stok
sticker,sticker
stickers,stickers
stickiest,kleverigste
stickily,stroef blijft
stickiness,kleverigheid
sticking,plakken
stickleback,stekelbaars
sticklebacks,stekelbaarsjes
stickler,voorstander
sticks,stokjes
sticky,kleverig
sties,sties
stiff,stijf
stiffen,stijven
stiffened,verstijfd
stiffener,verstijving
stiffening,verstijving
stiffens,verstijft
stiffer,stijvere
stiffest,stijfste
stiffly,stijf
stiffnecked,halsstarrig
stiffness,stijfheid
stifle,verstikken
stifled,verstikt
stifles,kniegewrichten
stifling,verstikkend
stiflingly,stiflingly
stigma,stigma
stigmas,stigmas
stigmata,stigmata
stigmatisation,stigmatisatie
stigmatise,stigmatiseren
stigmatised,gestigmatiseerd
stigmatising,stigmatiserend
stiletto,stilet
still,nog steeds
stillbirths,doodgeborenen
stillborn,doodgeboren
stilled,verstilde
stiller,stiller
stilling,stilling
stillness,stilte
stills,stills
stilt,stelt
stilted,hoogdravend
stilts,stelten
stimulant,stimulans
stimulants,stimulerende middelen
stimulate,stimuleren
stimulated,gestimuleerd
stimulates,stimuleert
stimulating,stimulerende
stimulation,stimulatie
stimulator,stimulator
stimulatory,stimulerende
stimuli,stimuli
stimulus,prikkel
sting,steek
stinged,gestoken
stinger,prikkel
stingers,stingers
stingier,gieriger
stingily,stingily
stinging,prikkelend
stingray,pijlstaartrog
stings,steken
stingy,gierig
stink,stinken
stinker,stinker
stinkers,stinkers
stinking,stinkend
stinks,stinkt
stinky,stinkend
stint,stint
stinted,stinted
stints,stints
stipel,Stipel
stipend,wedde
stipendiary,bezoldigd
stipends,stipendia
stippled,gestippelde
stipples,stippels
stipulate,bedingen
stipulated,bedongen
stipulates,bepaalt
stipulating,waarin wordt bepaald
stipulation,bepaling
stipulations,bepalingen
stir,roeren
stirfried,roergebakken
stirfry,roerbak
stirred,geroerd
stirrer,roerder
stirrers,roerstaafjes
stirring,roeren
stirrings,roerselen
stirrup,stijgbeugel
stirrups,stijgbeugels
stirs,roert
stitch,steek
stitched,ingenaaid
stitcher,stikster
stitches,steken
stitching,stitching
stoa,stoa
stoat,hermelijn
stoats,hermelijnen
stochastic,stochastische
stock,voorraad
stockade,palissade
stockbroker,effectenhandelaar
stockbrokers,effectenmakelaars
stockbroking,beursvennootschap
stockcar,stockcar
stocked,gevulde
stockholders,aandeelhouders
stockholding,voorraadhoudende
stockier,stockier
stockily,stockily
